dataset,mode,route_bits,route_strategy,top_p,prefetch_distance,ef,graph_fingerprint,route_fingerprint,index_bytes,recall,qps,avg_latency_us,p50_us,p95_us,p99_us,route_top4_float_top1_coverage,route_top8_float_top4_coverage,visited_nodes,distance_computations,neighbors_seen,neighbors_unvisited,route_scored,priority_full_count,remaining_full_count,route_score_us,top_p_select_us,full_distance_us,queue_update_us,traversal_us,route_oracle_samples,route_top1_matches_float_top1,route_top4_contains_float_top1,route_top8_float_top4_hits,route_top8_float_top4_total
dbpedia,route_priority,6,short_code_selected,2,8,64,10578023270251871138,596538242076742086,1159832224,0.92758,815.1900816303835,1223.86614016,1220.7804999999998,1588.156,1875.0659799999996,0.2350597609561753,0.403555953981772,1274.476,1274.476,1572.4744,1149.8738,1149.8738,133.5022,1016.3716,43.77951199999994,24.872863800000008,888.6238424000015,0.0,1150.4520797999999,1.004,0.0582,0.236,1.6206,4.0158
dbpedia,route_priority,6,short_code_selected,2,8,96,10578023270251871138,596538242076742086,1159832224,0.94352,613.0021794764206,1628.50389612,1630.002,2119.49615,2411.6208699999993,0.2558939941490277,0.4357493751615961,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,196.5572,1409.3712,60.720258399999665,34.41016659999987,1242.2712689999976,0.0,1563.5989476000004,1.1622,0.074,0.2974,2.0224,4.6412
dbpedia,route_priority,6,short_code_selected,2,8,128,10578023270251871138,596538242076742086,1159832224,0.9496,487.3393304926676,2048.78322648,2058.013,2683.5656,2997.632259999998,0.3240703718512595,0.5368590956091902,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,259.3858,1777.2014,77.71638299999998,43.34668599999997,1569.5299818000021,0.0,1976.6792561999991,2.0008,0.1634,0.6484,4.2574,7.9302
dbpedia,route_priority,6,short_code_selected,2,8,192,10578023270251871138,596538242076742086,1159832224,0.95548,348.8412087928467,2863.64101188,2869.687,3835.12765,4250.478059999999,0.32567686443162935,0.5396343719931908,2977.8842,2977.8842,4555.4248,2853.282,2853.282,385.1988,2468.0832,114.18401340000015,60.47549180000004,2244.6069621999955,0.0,2768.6470271999965,2.0462,0.17,0.6664,4.3746,8.1066
dbpedia,route_priority,6,short_code_selected,2,8,256,10578023270251871138,596538242076742086,1159832224,0.95834,275.176228399421,3630.9439264,3635.3475,4912.1916,5475.020669999999,0.36711726709728976,0.5962632969713395,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,510.3886,3115.0406,162.66258079999963,76.0092559999999,2921.639951399989,0.0,3613.752365000002,3.0034,0.3042,1.1026,7.0402,11.8072
dbpedia,route_priority,6,short_code_selected,2,8,460,10578023270251871138,596538242076742086,1159832224,0.96282,167.34469769966606,5972.40815984,5986.579,8228.189899999998,9068.462619999998,0.421756718868907,0.6551798850634009,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,905.9614,4998.314,271.64526800000027,122.45009960000007,4785.863509400004,0.0,5884.109741599997,4.9934,0.634,2.106,12.7004,19.3846
dbpedia,route_priority,6,short_code_selected,4,8,64,10578023270251871138,596538242076742086,1159832224,0.92758,769.3284824494266,1297.0294688,1291.3395,1690.0083,2022.4572799999978,0.2350597609561753,0.403555953981772,1274.476,1274.476,1572.4744,1149.8738,1149.8738,265.7466,884.1272,52.327466799999904,24.87547399999998,938.864435599999,0.0,1225.524153200001,1.004,0.0582,0.236,1.6206,4.0158
dbpedia,route_priority,6,short_code_selected,4,8,96,10578023270251871138,596538242076742086,1159832224,0.94352,577.747162976972,1727.924528,1728.3384999999998,2254.76625,2547.51836,0.2558939941490277,0.4357493751615961,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,390.468,1215.4604,72.83856000000019,34.432035200000115,1310.027044199995,0.0,1662.9396958000016,1.1622,0.074,0.2974,2.0224,4.6412
dbpedia,route_priority,6,short_code_selected,4,8,128,10578023270251871138,596538242076742086,1159832224,0.9496,458.68785460547946,2177.2005416,2187.9935,2855.874,3171.3175599999936,0.32397041183526587,0.5368572365268706,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,514.1852,1522.402,92.65945179999993,43.32136319999989,1664.4282055999943,0.0,2110.0876587999983,2.0008,0.1632,0.6482,4.2576,7.9306
dbpedia,route_priority,6,short_code_selected,4,8,192,10578023270251871138,596538242076742086,1159832224,0.95548,341.9998852440754,2920.9901654,2934.5225,3879.7005999999997,4308.425329999998,0.32567686443162935,0.5396343719931908,2977.8842,2977.8842,4555.4248,2853.282,2853.282,760.6502,2092.6318,126.88392440000004,60.12610099999996,2306.5589555999995,0.0,2853.1236008000014,2.0462,0.17,0.6664,4.3746,8.1066
dbpedia,route_priority,6,short_code_selected,4,8,256,10578023270251871138,596538242076742086,1159832224,0.95834,270.45733122084545,3694.21630032,3710.3265,4972.0127,5484.55366,0.36711726709728976,0.5962632969713395,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,1004.4714,2620.9578,162.14518579999992,75.94622580000028,2939.6879052000018,0.0,3629.5564205999985,3.0034,0.3042,1.1026,7.0402,11.8072
dbpedia,route_priority,6,short_code_selected,4,8,460,10578023270251871138,596538242076742086,1159832224,0.96282,167.86871850655677,5953.84704876,5975.91,8195.329999999998,8976.741159999996,0.421756718868907,0.6551798850634009,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,1767.4638,4136.8116,267.82534180000033,122.37705759999977,4772.731947399992,0.0,5855.883390800012,4.9934,0.634,2.106,12.7004,19.3846
dbpedia,route_priority,6,short_code_selected,8,8,64,10578023270251871138,596538242076742086,1159832224,0.92758,781.0738292067505,1277.4187888,1273.9055,1659.8731,1952.5505399999986,0.2350597609561753,0.403555953981772,1274.476,1274.476,1572.4744,1149.8738,1149.8738,520.0454,629.8284,50.702509800000044,24.87078679999998,924.1871153999967,0.0,1205.263332399999,1.004,0.0582,0.236,1.6206,4.0158
dbpedia,route_priority,6,short_code_selected,8,8,96,10578023270251871138,596538242076742086,1159832224,0.94352,587.4290956571344,1699.4912662,1699.693,2213.702,2528.0702099999994,0.2558939941490277,0.4357493751615961,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,758.4876,847.4408,70.4285172000003,34.38694059999985,1299.8567129999951,0.0,1646.7527327999978,1.1622,0.074,0.2974,2.0224,4.6412
dbpedia,route_priority,6,short_code_selected,8,8,128,10578023270251871138,596538242076742086,1159832224,0.9496,467.40622752000087,2136.42138668,2146.758,2798.3889,3130.6462299999994,0.3240703718512595,0.5368590956091902,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,992.1844,1044.4028,89.85319420000003,43.3632,1627.6083745999986,0.0,2065.2919162,2.0008,0.1634,0.6484,4.2574,7.9302
dbpedia,route_priority,6,short_code_selected,8,8,192,10578023270251871138,596538242076742086,1159832224,0.95548,343.61616122013254,2907.22743152,2919.6915,3878.0775499999995,4293.433849999997,0.32567686443162935,0.5396343719931908,2977.8842,2977.8842,4555.4248,2853.282,2853.282,1451.856,1401.426,125.9610751999994,60.42332259999997,2278.522289200005,0.0,2828.3441582,2.0462,0.17,0.6664,4.3746,8.1066
dbpedia,route_priority,6,short_code_selected,8,8,256,10578023270251871138,596538242076742086,1159832224,0.95834,271.5364994637158,3679.61841908,3693.8915,4961.674999999999,5444.825949999998,0.36711726709728976,0.5962632969713395,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,1900.7446,1724.6846,161.53292539999987,75.97270459999982,2898.2436972000023,0.0,3592.464489399998,3.0034,0.3042,1.1026,7.0402,11.8072
dbpedia,route_priority,6,short_code_selected,8,8,460,10578023270251871138,596538242076742086,1159832224,0.96282,168.94652512741044,5915.69311136,5933.3775000000005,8168.60325,9009.886789999984,0.421756718868907,0.6551798850634009,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,3279.3988,2624.8766,261.4141562000005,122.42962559999982,4713.369336200031,0.0,5790.778003800004,4.9934,0.634,2.106,12.7004,19.3846
dbpedia,route_priority,8,equal_interval,2,8,64,10578023270251871138,804094193832526671,1159832224,0.92758,788.5948836463264,1265.22821332,1259.141,1648.8385,1971.2797899999953,0.25657370517928285,0.4294038547736441,1274.476,1274.476,1572.4744,1149.8738,1149.8738,133.5022,1016.3716,50.614398599999966,25.37851060000001,903.3704831999976,0.0,1182.0507358000018,1.004,0.0678,0.2576,1.7244,4.0158
dbpedia,route_priority,8,equal_interval,2,8,96,10578023270251871138,804094193832526671,1159832224,0.94352,594.1386885270279,1680.1430496,1680.9755,2192.50585,2489.7885999999985,0.27826535880227155,0.45936395759717313,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,196.5572,1409.3712,70.29731960000011,35.017359,1271.9373382000044,0.0,1614.5039578,1.1622,0.086,0.3234,2.132,4.6412
dbpedia,route_priority,8,equal_interval,2,8,128,10578023270251871138,804094193832526671,1159832224,0.9496,471.37025218907326,2118.50750236,2127.0275,2777.4802499999996,3133.4985699999993,0.34406237504998,0.5533782250132405,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,259.3858,1777.2014,89.40067419999997,44.10073400000001,1617.2460702000003,0.0,2050.5379730000022,2.0008,0.1926,0.6884,4.3884,7.9302
dbpedia,route_priority,8,equal_interval,2,8,192,10578023270251871138,804094193832526671,1159832224,0.95548,347.51871792931564,2874.19487776,2887.7195,3824.6662,4248.856559999997,0.3463004593881341,0.5563614832358819,2977.8842,2977.8842,4555.4248,2853.282,2853.282,385.1988,2468.0832,126.1824663999999,61.20024599999975,2255.3409643999985,0.0,2801.494200400002,2.0462,0.1992,0.7086,4.5102,8.1066
dbpedia,route_priority,8,equal_interval,2,8,256,10578023270251871138,804094193832526671,1159832224,0.95834,275.01035789124086,3633.08081212,3644.9175,4898.358899999999,5415.84012,0.39268828660851035,0.6101361880886239,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,510.3886,3115.0406,160.1393708000004,77.5721259999998,2866.548856199996,0.0,3550.1048216000104,3.0034,0.3442,1.1794,7.204,11.8072
dbpedia,route_priority,8,equal_interval,2,8,460,10578023270251871138,804094193832526671,1159832224,0.96282,171.59462999597605,5824.40428092,5842.9205,8011.17025,8846.138669999993,0.43909961148716303,0.6656521155969172,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,905.9614,4998.314,261.2301462000001,124.49102660000028,4647.312528800018,0.0,5712.186089399992,4.9934,0.6804,2.1926,12.9034,19.3846
dbpedia,route_priority,8,equal_interval,4,8,64,10578023270251871138,804094193832526671,1159832224,0.92758,789.0620005697839,1264.44870072,1260.9425,1638.3658,1946.7192399999972,0.25657370517928285,0.4294038547736441,1274.476,1274.476,1572.4744,1149.8738,1149.8738,265.7466,884.1272,50.44412059999996,25.345543400000093,921.4513421999973,0.0,1199.8933185999974,1.004,0.0678,0.2576,1.7244,4.0158
dbpedia,route_priority,8,equal_interval,4,8,96,10578023270251871138,804094193832526671,1159832224,0.94352,590.7031425453287,1689.94341596,1691.6625,2200.8258499999997,2504.2679399999984,0.27826535880227155,0.45936395759717313,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,390.468,1215.4604,70.18980599999985,35.02356880000009,1285.4631127999971,0.0,1629.9706494000009,1.1622,0.086,0.3234,2.132,4.6412
dbpedia,route_priority,8,equal_interval,4,8,128,10578023270251871138,804094193832526671,1159832224,0.9496,470.0770652929356,2124.25954132,2132.866,2776.4510499999997,3107.896919999999,0.3439624150339864,0.5533755327465766,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,514.1852,1522.402,89.22143019999987,44.10868900000002,1625.5551253999993,0.0,2061.3159075999943,2.0008,0.1924,0.6882,4.3886,7.9306
dbpedia,route_priority,8,equal_interval,4,8,192,10578023270251871138,804094193832526671,1159832224,0.95548,345.49630457313816,2891.35454548,2901.8675000000003,3846.2867499999998,4269.328339999998,0.3463004593881341,0.5563614832358819,2977.8842,2977.8842,4555.4248,2853.282,2853.282,760.6502,2092.6318,124.83994459999965,61.23997760000029,2267.023008200013,0.0,2810.2857740000077,2.0462,0.1992,0.7086,4.5102,8.1066
dbpedia,route_priority,8,equal_interval,4,8,256,10578023270251871138,804094193832526671,1159832224,0.95834,276.05170961659707,3619.36234372,3632.045,4877.372,5378.613259999996,0.39268828660851035,0.6101361880886239,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,1004.4714,2620.9578,156.5426268000001,77.40374999999973,2871.4190970000072,0.0,3548.1674835999934,3.0034,0.3442,1.1794,7.204,11.8072
dbpedia,route_priority,8,equal_interval,4,8,460,10578023270251871138,804094193832526671,1159832224,0.96282,170.89276187458896,5848.24510416,5868.1525,8046.470649999999,8889.976349999997,0.4391797172267393,0.6656521155969172,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,1767.4638,4136.8116,259.0718089999996,124.53474300000032,4694.083535200002,0.0,5762.152346399994,4.9934,0.6804,2.193,12.9034,19.3846
dbpedia,route_priority,8,equal_interval,8,8,64,10578023270251871138,804094193832526671,1159832224,0.92758,755.1052039537404,1321.48671788,1317.3265000000001,1727.4356999999998,2060.81061,0.25657370517928285,0.4294038547736441,1274.476,1274.476,1572.4744,1149.8738,1149.8738,520.0454,629.8284,52.835862600000134,25.313535200000047,951.2336175999998,0.0,1248.5153049999972,1.004,0.0678,0.2576,1.7244,4.0158
dbpedia,route_priority,8,equal_interval,8,8,96,10578023270251871138,804094193832526671,1159832224,0.94352,565.9098419388456,1764.12823144,1766.337,2308.4411,2614.5071599999997,0.27826535880227155,0.45936395759717313,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,758.4876,847.4408,74.09295700000006,34.98749840000001,1324.619584399998,0.0,1693.625641399996,1.1622,0.086,0.3234,2.132,4.6412
dbpedia,route_priority,8,equal_interval,8,8,128,10578023270251871138,804094193832526671,1159832224,0.9496,448.920256060711,2224.51321976,2232.5505000000003,2925.82335,3268.4653699999967,0.3439624150339864,0.5533755327465766,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,992.1844,1044.4028,94.33471279999999,44.362077800000165,1692.5411616000008,0.0,2163.9879386000057,2.0008,0.1924,0.6882,4.3886,7.9306
dbpedia,route_priority,8,equal_interval,8,8,192,10578023270251871138,804094193832526671,1159832224,0.95548,342.9527583672602,2912.78156476,2920.639,3900.84145,4323.6921999999995,0.3463004593881341,0.5563614832358819,2977.8842,2977.8842,4555.4248,2853.282,2853.282,1451.856,1401.426,126.07168859999976,61.76404000000014,2300.0992801999937,0.0,2855.957083799998,2.0462,0.1992,0.7086,4.5102,8.1066
dbpedia,route_priority,8,equal_interval,8,8,256,10578023270251871138,804094193832526671,1159832224,0.95834,274.7439406886426,3636.68012984,3647.055,4908.761799999999,5441.771249999995,0.39268828660851035,0.6101361880886239,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,1900.7446,1724.6846,154.58265360000044,77.54115300000001,2876.3620908000075,0.0,3551.5575676000008,3.0034,0.3442,1.1794,7.204,11.8072
dbpedia,route_priority,8,equal_interval,8,8,460,10578023270251871138,804094193832526671,1159832224,0.96282,170.64075242720148,5856.9293608,5869.137000000001,8071.8754,8875.639709999992,0.4391797172267393,0.6656521155969172,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,3279.3988,2624.8766,260.59644900000046,124.5029883999996,4719.503643799996,0.0,5785.853055999987,4.9934,0.6804,2.193,12.9034,19.3846
dbpedia,route_priority,8,high_variance,2,8,64,10578023270251871138,10041883203160805976,1159832224,0.92758,773.735233255515,1289.61554212,1284.051,1681.8094499999995,2026.669279999999,0.2639442231075697,0.4316948055182031,1274.476,1274.476,1572.4744,1149.8738,1149.8738,133.5022,1016.3716,51.50837340000007,25.052984399999964,936.9439979999966,0.0,1218.8118599999982,1.004,0.0646,0.265,1.7336,4.0158
dbpedia,route_priority,8,high_variance,2,8,96,10578023270251871138,10041883203160805976,1159832224,0.94352,583.8324736936405,1709.95050008,1711.873,2227.7082499999997,2521.156449999999,0.2794699707451385,0.46315608032405414,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,196.5572,1409.3712,71.0433233999998,34.59844080000002,1290.4457385999979,0.0,1634.6176227999968,1.1622,0.078,0.3248,2.1496,4.6412
dbpedia,route_priority,8,high_variance,2,8,128,10578023270251871138,10041883203160805976,1159832224,0.9496,463.30505060838436,2155.40707704,2164.9685,2819.6576999999997,3137.880889999998,0.35015993602558976,0.5596045696416413,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,259.3858,1777.2014,90.25448059999992,43.608803999999914,1654.015010799999,0.0,2089.478866199996,2.0008,0.184,0.7006,4.438,7.9306
dbpedia,route_priority,8,high_variance,2,8,192,10578023270251871138,10041883203160805976,1159832224,0.95548,340.61612779575216,2932.77030652,2943.3105,3902.1515999999997,4309.162569999996,0.35275144169680384,0.5635654898477783,2977.8842,2977.8842,4555.4248,2853.282,2853.282,385.1988,2468.0832,126.83842399999942,60.54131239999982,2319.802414400002,0.0,2866.174920400008,2.0462,0.1916,0.7218,4.5686,8.1066
dbpedia,route_priority,8,high_variance,2,8,256,10578023270251871138,10041883203160805976,1159832224,0.95834,270.13878369473866,3698.35951996,3710.8630000000003,4996.44045,5523.463379999999,0.3966171672104948,0.6173013076766719,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,510.3886,3115.0406,159.36873240000006,76.41542659999998,2937.7041066,0.0,3621.2630779999977,3.0034,0.3354,1.1912,7.2886,11.8072
dbpedia,route_priority,8,high_variance,2,8,460,10578023270251871138,10041883203160805976,1159832224,0.96282,168.54907893746432,5929.78730648,5949.521000000001,8166.208299999999,8942.494939999999,0.44887251171546444,0.6738545030591294,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,905.9614,4998.314,263.06213400000075,122.96217879999983,4767.981643999997,0.0,5836.697177599994,4.9934,0.6858,2.2414,13.0624,19.3846
dbpedia,route_priority,8,high_variance,4,8,64,10578023270251871138,10041883203160805976,1159832224,0.92758,772.9826385571731,1290.86983664,1284.8585,1679.98985,2026.8456499999968,0.2639442231075697,0.4316948055182031,1274.476,1274.476,1572.4744,1149.8738,1149.8738,265.7466,884.1272,50.92502580000011,25.035970800000026,937.5932430000005,0.0,1217.558161400003,1.004,0.0646,0.265,1.7336,4.0158
dbpedia,route_priority,8,high_variance,4,8,96,10578023270251871138,10041883203160805976,1159832224,0.94352,582.0896529362583,1714.98619864,1715.804,2234.81255,2524.0382799999993,0.2794699707451385,0.46315608032405414,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,390.468,1215.4604,71.26912440000008,34.57069880000004,1304.770179200002,0.0,1649.3828724000005,1.1622,0.078,0.3248,2.1496,4.6412
dbpedia,route_priority,8,high_variance,4,8,128,10578023270251871138,10041883203160805976,1159832224,0.9496,462.31422123036793,2159.99537116,2171.6295,2828.6884999999997,3133.035309999999,0.35015993602558976,0.5596045696416413,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,514.1852,1522.402,90.30553100000003,43.599755000000066,1658.974934399995,0.0,2093.992337199999,2.0008,0.184,0.7006,4.438,7.9306
dbpedia,route_priority,8,high_variance,4,8,192,10578023270251871138,10041883203160805976,1159832224,0.95548,340.04952621784594,2937.6735174,2951.9135,3905.3547,4359.570319999999,0.35275144169680384,0.5635654898477783,2977.8842,2977.8842,4555.4248,2853.282,2853.282,760.6502,2092.6318,126.25058280000005,60.508113800000054,2325.7301893999975,0.0,2870.555083200011,2.0462,0.1916,0.7218,4.5686,8.1066
dbpedia,route_priority,8,high_variance,4,8,256,10578023270251871138,10041883203160805976,1159832224,0.95834,269.2209274100112,3711.32932588,3724.466,5003.280049999999,5509.8724699999975,0.3966171672104948,0.6173013076766719,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,1004.4714,2620.9578,161.0756150000001,76.41297660000022,2952.2418806000064,0.0,3638.3431155999942,3.0034,0.3354,1.1912,7.2886,11.8072
dbpedia,route_priority,8,high_variance,4,8,460,10578023270251871138,10041883203160805976,1159832224,0.96282,168.24692948548886,5940.41270684,5959.4325,8172.101349999999,8963.453539999997,0.44887251171546444,0.6738545030591294,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,1767.4638,4136.8116,263.7354576000007,122.97952700000047,4795.72439479999,0.0,5866.089893400015,4.9934,0.6858,2.2414,13.0624,19.3846
dbpedia,route_priority,8,high_variance,8,8,64,10578023270251871138,10041883203160805976,1159832224,0.92758,767.5096263272807,1299.98537424,1294.334,1699.6857499999999,2037.2927199999997,0.2639442231075697,0.4316948055182031,1274.476,1274.476,1572.4744,1149.8738,1149.8738,520.0454,629.8284,50.99682999999991,25.04199360000001,952.7299788000006,0.0,1234.4624154000007,1.004,0.0646,0.265,1.7336,4.0158
dbpedia,route_priority,8,high_variance,8,8,96,10578023270251871138,10041883203160805976,1159832224,0.94352,579.2177722041368,1723.65109436,1725.8494999999998,2244.2389,2544.2999799999993,0.2794699707451385,0.46315608032405414,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,758.4876,847.4408,70.91143060000005,34.590592999999984,1313.8034596000068,0.0,1659.3264779999952,1.1622,0.078,0.3248,2.1496,4.6412
dbpedia,route_priority,8,high_variance,8,8,128,10578023270251871138,10041883203160805976,1159832224,0.9496,459.73225432211115,2172.0987734,2181.1530000000002,2839.8356,3185.044719999998,0.35015993602558976,0.5596045696416413,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,992.1844,1044.4028,90.53231819999978,43.58993939999994,1671.4649102000021,0.0,2110.681843200001,2.0008,0.184,0.7006,4.438,7.9306
dbpedia,route_priority,8,high_variance,8,8,192,10578023270251871138,10041883203160805976,1159832224,0.95548,338.54187598750696,2950.8485304,2962.965,3923.0654999999997,4362.797899999997,0.35275144169680384,0.5636179714292764,2977.8842,2977.8842,4555.4248,2853.282,2853.282,1451.856,1401.426,126.32439319999956,60.47772300000001,2330.5671467999978,0.0,2877.6236611999957,2.0462,0.1918,0.7218,4.5688,8.1062
dbpedia,route_priority,8,high_variance,8,8,256,10578023270251871138,10041883203160805976,1159832224,0.95834,267.84090842969505,3730.4234054,3750.264,5029.28135,5527.004899999998,0.3966171672104948,0.6173013076766719,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,1900.7446,1724.6846,161.56918439999984,76.3588834,2960.8377120000036,0.0,3650.9962428000003,3.0034,0.3354,1.1912,7.2886,11.8072
dbpedia,route_priority,8,high_variance,8,8,460,10578023270251871138,10041883203160805976,1159832224,0.96282,167.4784700083046,5967.68794816,5985.627,8222.72725,9085.131729999994,0.44887251171546444,0.6738746917847084,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,3279.3988,2624.8766,262.6758290000001,122.91579260000026,4801.8620992000115,0.0,5875.808647399997,4.9934,0.6854,2.2414,13.0636,19.3858
dbpedia,route_priority,8,short_code_selected,2,8,64,10578023270251871138,8232653579061270536,1159832224,0.92758,775.8884583093246,1286.03130828,1278.9,1680.1629500000001,2022.588829999999,0.2539840637450199,0.4206882812889088,1274.476,1274.476,1572.4744,1149.8738,1149.8738,133.5022,1016.3716,50.915774799999866,25.204081800000033,939.0396519999994,0.0,1218.7597554000017,1.004,0.0682,0.255,1.6894,4.0158
dbpedia,route_priority,8,short_code_selected,2,8,96,10578023270251871138,8232653579061270536,1159832224,0.94352,585.5642824796904,1704.81074168,1707.1475,2218.2254000000003,2521.78982,0.27499569781448974,0.45479617340343015,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,196.5572,1409.3712,70.86567319999983,34.8081618,1290.1691379999977,0.0,1633.4332230000002,1.1622,0.086,0.3196,2.1108,4.6412
dbpedia,route_priority,8,short_code_selected,2,8,128,10578023270251871138,8232653579061270536,1159832224,0.9496,465.18144728617693,2146.72363184,2156.773,2810.37705,3137.44008,0.34186325469812073,0.5516102186467606,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,259.3858,1777.2014,89.94745580000011,43.85996459999977,1649.434016200003,0.0,2082.653494999998,2.0008,0.1858,0.684,4.3746,7.9306
dbpedia,route_priority,8,short_code_selected,2,8,192,10578023270251871138,8232653579061270536,1159832224,0.95548,341.78884133000696,2922.72091164,2934.1364999999996,3886.9923499999995,4325.750949999999,0.3449320692014466,0.5553993042705944,2977.8842,2977.8842,4555.4248,2853.282,2853.282,385.1988,2468.0832,126.02018939999985,60.872971400000075,2313.877408800014,0.0,2856.610366399999,2.0462,0.1938,0.7058,4.5024,8.1066
dbpedia,route_priority,8,short_code_selected,2,8,256,10578023270251871138,8232653579061270536,1159832224,0.95834,270.41248582873214,3694.96099256,3708.1445000000003,4976.598349999999,5521.624259999998,0.38716121728707464,0.6075953655396708,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,510.3886,3115.0406,161.38039479999946,76.87573860000013,2942.850073800009,0.0,3627.139675799994,3.0034,0.3302,1.1628,7.174,11.8072
dbpedia,route_priority,8,short_code_selected,2,8,460,10578023270251871138,8232653579061270536,1159832224,0.96282,168.98303970815593,5914.16526344,5921.1295,8153.6388,8954.368579999977,0.4376577081747907,0.6653735439472571,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,905.9614,4998.314,262.45714720000035,123.77766040000036,4770.686290399994,0.0,5836.495949400015,4.9934,0.6768,2.1854,12.898,19.3846
dbpedia,route_priority,8,short_code_selected,4,8,64,10578023270251871138,8232653579061270536,1159832224,0.92758,778.4543000613675,1281.77805008,1278.8075,1665.4557999999997,1958.3228699999993,0.2539840637450199,0.4206882812889088,1274.476,1274.476,1572.4744,1149.8738,1149.8738,265.7466,884.1272,50.84598840000014,25.197529800000044,923.5488782000018,0.0,1202.2145494,1.004,0.0682,0.255,1.6894,4.0158
dbpedia,route_priority,8,short_code_selected,4,8,96,10578023270251871138,8232653579061270536,1159832224,0.94352,582.5503182177981,1713.68867812,1714.467,2232.7771,2535.398439999998,0.27499569781448974,0.45479617340343015,1730.5306,1730.5306,2316.4534,1605.9284,1605.9284,390.468,1215.4604,70.60963599999984,34.83347339999997,1311.8356324000015,0.0,1656.2323752000068,1.1622,0.086,0.3196,2.1108,4.6412
dbpedia,route_priority,8,short_code_selected,4,8,128,10578023270251871138,8232653579061270536,1159832224,0.9496,462.9768964678498,2156.89131724,2166.1639999999998,2825.36575,3149.397599999999,0.34186325469812073,0.5516102186467606,2161.1894,2161.1894,3060.2412,2036.5872,2036.5872,514.1852,1522.402,90.42353539999995,43.901177400000115,1652.8936672000002,0.0,2089.4899591999933,2.0008,0.1858,0.684,4.3746,7.9306
dbpedia,route_priority,8,short_code_selected,4,8,192,10578023270251871138,8232653579061270536,1159832224,0.95548,340.8536878770111,2930.75881684,2940.5065,3897.8735,4309.287299999997,0.3449320692014466,0.5553993042705944,2977.8842,2977.8842,4555.4248,2853.282,2853.282,760.6502,2092.6318,127.54701339999951,60.887118600000136,2322.2620314000023,0.0,2873.366552799994,2.0462,0.1938,0.7058,4.5024,8.1066
dbpedia,route_priority,8,short_code_selected,4,8,256,10578023270251871138,8232653579061270536,1159832224,0.95834,269.25049043320035,3710.91336632,3726.5755,4996.2026,5504.018849999998,0.38716121728707464,0.6075953655396708,3750.0314,3750.0314,6050.3076,3625.4292,3625.4292,1004.4714,2620.9578,161.50878259999996,76.9296896000001,2939.191414399998,0.0,3627.841235400001,3.0034,0.3302,1.1628,7.174,11.8072
dbpedia,route_priority,8,short_code_selected,4,8,460,10578023270251871138,8232653579061270536,1159832224,0.96282,167.6158007515799,5962.74993668,5975.9325,8203.0299,9025.172990000001,0.4376577081747907,0.6653735439472571,6028.8776,6028.8776,10818.8032,5904.2754,5904.2754,1767.4638,4136.8116,254.67299560000006,123.76864079999993,4775.038701200009,0.0,5833.030609400012,4.9934,0.6768,2.1854,12.898,19.3846
